,index,id,name,overview,genres,created_by,popularity,type
1528,1528,19845,Pororo the Little Penguin,"Fun adventures await in the forest named Porong Porong Village where Pororo and friends live. New friends show up in the village and many exciting things happen in the forest. Our playful little gentoo penguin Pororo, naughty spinosaurus Crong, sweet and lovely American beaver Loopy, cheerful and sporty Adélie penguin girl Petty, clever fennec fox Eddy, strong minikaniko Rody, trustworthy polar bear Poby, happy-go-lucky hummingbird Harry, magical dragon wizard Tong-Tong, and a red sedan car Tu-Tu live in this snow-covered wonderland.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Family', 'Kids', 'Comedy']",['Choi Jong-il'],16.4229,Scripted
1529,1529,41692,Lonesome Dove,"A pair of longtime friends and former Texas Rangers crave one last adventure before hanging-up their spurs. After stealing over a thousand head of cattle from rustlers south of the border, they recruit an unlikely crew of hands to drive the herd 3,000 miles north to the grasslands of Montana.","['Drama', 'Western']",['unknown'],16.4223,Miniseries
1530,1530,41822,Top Chef,An American reality competition show in which chefs compete against each other in culinary challenges and are judged by a panel of professional chefs and other notables from the food and wine industry with one or more contestants eliminated in each episode.,['Reality'],['Lauren Zalaznick'],16.4174,Reality
1531,1531,71096,Söz,"Yavuz Karasu, a well-trained Turkish soldier, is in Istanbul with his fiance where a terrorist operation takes place. Dr. Bahar, who is not a surgeon, tries to save his fiance. After this incident, Yavuz goes back to Karabayir and Bahar follows him all the way to give him something that belongs to him. Another incident happens and he is chosen to be the commander of a team whose mission is to catch a terrorist and protect Karabiyir and their country Turkey. The whole team is solid, consistent, and willing to sacrifice their lives for the sake of their country.","['War & Politics', 'Drama', 'Action & Adventure']",['unknown'],16.4171,Scripted
1532,1532,79141,Scissor Seven,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.","['Animation', 'Comedy', 'Action & Adventure', 'Sci-Fi & Fantasy']",['Xiaofeng He'],16.4137,Scripted
1533,1533,77236,A Discovery of Witches,Closet witch Diana Bishop and centuries-old vampire Matthew Clairmont are drawn into a deadly mystery and forbidden romance when a magical book shows up in an Oxford library.,"['Sci-Fi & Fantasy', 'Drama']",['Kate Brooke'],16.4132,Scripted
1534,1534,108255,All Creatures Great & Small,The heartwarming and humorous adventures of a young country vet in the Yorkshire Dales in the 1930s. A remake of the 1978 series.,"['Drama', 'Comedy']",['Colin Callender'],16.413,Scripted
1535,1535,43982,Line of Duty,"A drama about the investigations of AC-12, a controversial police anticorruption unit.","['Crime', 'Drama', 'Mystery']",['Jed Mercurio'],16.4103,Scripted
1536,1536,42265,Taff,"Taff is a tabloid news magazine airing on the German television network, ProSieben.","['News', 'Talk']",['Steffen Müller'],16.407,News
1537,1537,83463,Drawing Jianghu: The Rangers,"Two martial artists are brutally killed by a team of assassins, leaving their wards, a young boy and girl, defenseless. A martial arts master dispatches of the assassins, sparing their lives, and decides to take them in. He raises them and teaches them martial arts.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],16.3911,Scripted
1538,1538,108210,Sing! China,unknown,['Reality'],['Jin Lei'],16.3849,Reality
1539,1539,46917,Las Fierbinţi,"A rural comedy where the intrigues caused by the upcoming elections in a small village give rise to a ridiculous war between the mayor and deputy mayor. Unfortunately, they have no clue that their struggle will prove to be in vain at the end of the election day.",['Comedy'],"['Dragoş Buliga', 'Constantin Popescu', 'Gabriel Achim']",16.3714,Scripted
1540,1540,1847,Never Mind the Buzzcocks,"Never Mind the Buzzcocks is a comedy panel game show with a pop and rock music theme. The show is infamous for its dry, sarcastic humour and scathing, provocative attacks on the pop industry.",['Comedy'],['unknown'],16.3696,Talk Show
1541,1541,3437,Hotel,"Hotel is an American prime time drama series which aired on ABC from September 21, 1983 to May 5, 1988 in the timeslot following Dynasty.

Based on Arthur Hailey's 1965 novel of the same name, the series was produced by Aaron Spelling and set in the elegant and fictitious St. Gregory Hotel in San Francisco. Establishing shots of the hotel were filmed in front of The Fairmont San Francisco atop the Nob Hill neighborhood. Episodes followed the activities of passing guests, as well as the personal and professional lives of the hotel staff.","['Drama', 'Soap']",['Aaron Spelling'],16.3666,Scripted
1542,1542,63498,Close Up with The Hollywood Reporter,Some of this year's most talked about talent open up about the challenges and triumphs of creating critically acclaimed series and performances.,['Talk'],['unknown'],16.3629,Talk Show
1543,1543,254821,Perfect Match,"In the bustling capital of Bianjing during the Northern Song Dynasty, Madam Li moves her family in search of better marriage prospects for her five beautiful but quirky daughters, whose love lives have long been her worry. Each daughter, though famous for her beauty and wit, comes with unique quirks: the eldest, Shou Hua, has no interest in remarrying after early widowhood; the third, Kang Ning, is fierce and headstrong; the fourth, Hao De, is well-meaning but blunt; and the youngest, Le Shan, is spoiled and selective.  Challenges abound as they face unexpected setbacks, including a cold reception from the already-married sister they came to visit. As the family reestablishes their business, they navigate a series of humorous and heartwarming misadventures, ultimately finding love and fulfilling their mother’s hopes in this lively tale of family and romance.",['Drama'],['unknown'],16.3606,Scripted
1544,1544,310024,Bloody Flower,"A serial killer who murdered 17 people. Is he a monstrous killer, or a savior holding the cure for humanity?",['Crime'],['unknown'],16.3506,Scripted
1545,1545,6972,The Seasons,"The Seasons was a 389 episode drama series that was shown during Enjoy Yourself Tonight on Hong Kong TV station TVB from 1987 to 1988. The show, being a section of the main program, Enjoy Yourself Tonight, meant that it was only 15 minutes long, a rarity in Hong Kong television drama programs. Another rarity is that each episode ends in the same shot: a flower being tossed into the water.",['Drama'],['unknown'],16.3445,Scripted
1546,1546,67667,Beyblade Burst,"Middle schooler Valt Aoi, with his Beyblade Valkyrie (Valtryek), faces off against friends, classmates, and rivals to become the world's number one Blader.","['Action & Adventure', 'Animation', 'Comedy', 'Kids', 'Sci-Fi & Fantasy', 'Family']",['unknown'],16.3444,Scripted
1547,1547,101253,Alpha Forum,unknown,['Talk'],['unknown'],16.343,Talk Show
1548,1548,113957,Mein Nachmittag,unknown,['News'],['unknown'],16.3427,News
1549,1549,3497,Moesha,"The everyday life of Moesha Mitchell, a vivacious young woman juggling romance, school, ever-changing family dynamics, and friendships.","['Comedy', 'Family']","['Sara V. Finney', 'Ralph Farquhar', 'Vida Spears']",16.3423,Scripted
1550,1550,107255,Dragon Raja -The Blazing Dawn-,"A letter from Cassell College broke the calm life of the youth. The unexpected admission notice, the frightened interview, the surprise rescue under the full view of the public, and the day of freedom to display their heroic spirit. When Lu Mingfei decided to choose the hidden option, the ordinary youth embarked on the legendary road of fighting against the dragon race.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],16.3274,Scripted
1551,1551,244043,食贫道,unknown,['Documentary'],['Jun Zhang'],16.3224,Documentary
1552,1552,262928,Love in the Clouds,"At the annual Qingyun Conference in the Hexu Six Realms, Ji Bozai, a warrior from the Jixing Abyss with a past as a convict, defeated Ming Yi, the cold warrior goddess who had reigned supreme for seven consecutive years. Overnight, Ji Bozai became the hottest new star in Jixing Abyss. Meanwhile, Ming Yi, hiding her true identity, disguised herself as a dancer to get close to Ji Bozai. Under their carefully crafted personas, the two engaged in a thrilling dance of deception and attraction, fighting for justice and fairness, and ultimately found a deep and moving love.","['Drama', 'Sci-Fi & Fantasy']",['Bai Lu Cheng Shuang'],16.3178,Scripted
1553,1553,9834,Little Bear,"Follows a young bear as he goes on exciting adventures in the forest, gets into trouble and learns new things with his friends, including Emily, Duck, Hen, Cat, and Owl. His parents are Mother Bear, who is always there when he needs her, and Father Bear, a fisherman who is often at sea. Based on books by Else Holmelund Minarik.","['Animation', 'Family', 'Drama', 'Kids']","['Else Holmelund Minarik', 'Maurice Sendak', 'Bob Boyle']",16.3161,Scripted
1554,1554,247767,The Studio,"Desperate for celebrity approval, the newly appointed head of a movie studio and his executive team at Continental Studios must juggle corporate demands with creative ambitions as they try to keep movies alive and relevant.","['Comedy', 'Drama']","['Peter Huyck', 'Alex Gregory', 'Seth Rogen', 'Frida Perez', 'Evan Goldberg']",16.3114,Scripted
1555,1555,61746,Inside No. 9,"An anthology of darkly comic twisted tales, each one taking place behind a door marked 'number 9'.","['Comedy', 'Mystery', 'Crime', 'Sci-Fi & Fantasy', 'Drama']","['Reece Shearsmith', 'Steve Pemberton']",16.2642,Scripted
1556,1556,21116,Das Traumschiff,The series is about a cruise ship that travels to places around the world.,"['Comedy', 'Family', 'Drama']",['Wolfgang Rademann'],16.2537,Scripted
1557,1557,285291,Reincarnated as a Dragon Hatchling,"A hero, reborn as an egg in a forest surrounded by beasts, aims to become the strongest dragon, despite lacking fighting skills or magic powers.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],16.2468,Scripted
1558,1558,285594,Vefa Sultan,"Vefa Sultan immerses audiences in the spiritual heart of the Ottoman Empire, portraying the devoted life of Muslihuddin Mustafa—revered as one of Istanbul’s spiritual sultans. Through its rich atmosphere, the production vividly recreates the era’s social and cultural fabric, offering a captivating glimpse into the world of faith and tradition.",['Drama'],['Ahmet Toklu'],16.2425,Scripted
